호스트_id,숙소_url,etc
3661508,https://www.airbnb.com/rooms/3661508,침대 1개 · 공용 욕실
3917692,https://www.airbnb.com/rooms/3917692,침대 1개 · 공용 욕실
3804150,https://www.airbnb.com/rooms/3804150,침대 1개 · 공용 욕실
3814102,https://www.airbnb.com/rooms/3814102,침대 1개 · 공용 욕실
3928592,https://www.airbnb.com/rooms/3928592,N/A
3698133,https://www.airbnb.com/rooms/3698133,퀸사이즈 침대 1개 · 공용 욕실
3840336,https://www.airbnb.com/rooms/3840336,퀸사이즈 침대 1개 · 전용 욕실
3845399,https://www.airbnb.com/rooms/3845399,N/A
3974425,https://www.airbnb.com/rooms/3974425,N/A
4168967,https://www.airbnb.com/rooms/4168967,더블 침대 1개 · 공용 욕실
4012401,https://www.airbnb.com/rooms/4012401,더블 침대 1개 · 공용 욕실
3982570,https://www.airbnb.com/rooms/3982570,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
3983248,https://www.airbnb.com/rooms/3983248,침대 1개 · 공용 욕실
4184780,https://www.airbnb.com/rooms/4184780,침대 1개 · 공용 욕실
4190192,https://www.airbnb.com/rooms/4190192,침대 1개 · 공용 욕실
4048755,https://www.airbnb.com/rooms/4048755,N/A
4347610,https://www.airbnb.com/rooms/4347610,침대 1개 · 공용 욕실
4196137,https://www.airbnb.com/rooms/4196137,침대 1개 · 공용 욕실
4349549,https://www.airbnb.com/rooms/4349549,N/A
4052377,https://www.airbnb.com/rooms/4052377,침대 1개 · 공용 욕실
4359155,https://www.airbnb.com/rooms/4359155,침대 1개 · 공용 욕실
4056105,https://www.airbnb.com/rooms/4056105,퀸사이즈 침대 1개 · 공용 욕실
4210429,https://www.airbnb.com/rooms/4210429,침대 1개 · 공용 욕실
4369078,https://www.airbnb.com/rooms/4369078,퀸사이즈 침대 1개 · 전용 욕실
4370203,https://www.airbnb.com/rooms/4370203,침실 1개 · 전용 욕실
4216094,https://www.airbnb.com/rooms/4216094,더블 침대 1개 · 공용 욕실
4066185,https://www.airbnb.com/rooms/4066185,침대 1개 · 공용 욕실
4066288,https://www.airbnb.com/rooms/4066288,침대 1개 · 공용 욕실
4070924,https://www.airbnb.com/rooms/4070924,더블 침대 2개 · 공용 욕실
4232866,https://www.airbnb.com/rooms/4232866,침실 1개 · 공용 욕실
4088741,https://www.airbnb.com/rooms/4088741,침대 1개 · 공용 욕실
4092595,https://www.airbnb.com/rooms/4092595,더블 침대 1개 · 공용 욕실
4274501,https://www.airbnb.com/rooms/4274501,싱글 침대 1개 · 공용 욕실
